Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
1600.00,2013-01-08,debt_consolidation,605,10.35%,300xx,GA,< 1 year,0
23000.00,2013-01-08,credit_card,688,37.37%,531xx,WI,< 1 year,0
5000.00,2013-01-08,wedding,595,16.92%,912xx,CA,< 1 year,0
2000.00,2013-01-08,car,575,11.17%,333xx,FL,< 1 year,0
30000.00,2013-01-08,debt_consolidation,735,68.45%,234xx,VA,5 years,0
30000.00,2013-01-08,credit_card,700,41.46%,490xx,MI,< 1 year,0
29000.00,2013-01-08,credit_card,681,45.53%,460xx,IN,< 1 year,0
2500.00,2013-01-08,other,0,0%,296xx,SC,< 1 year,0
11000.00,2013-01-08,credit_card,656,25.36%,960xx,CA,< 1 year,0
15000.00,2013-01-08,credit_card,647,9.53%,804xx,CO,< 1 year,0
6500.00,2013-01-08,credit_card,626,8.01%,071xx,NJ,< 1 year,0
5000.00,2013-01-08,other,574,28.81%,320xx,FL,< 1 year,0
10000.00,2013-01-08,debt_consolidation,672,48.86%,201xx,VA,< 1 year,0
35000.00,2013-01-08,credit_card,644,28.29%,907xx,CA,< 1 year,0
6000.00,2013-01-08,debt_consolidation,695,30.76%,104xx,NY,< 1 year,0
3000.00,2013-01-08,debt_consolidation,496,12.03%,329xx,FL,< 1 year,0
1000.00,2013-01-08,medical,623,55.28%,136xx,NY,< 1 year,0
15000.00,2013-01-08,Debt Payoff,733,10.18%,200xx,DC,< 1 year,0
15000.00,2013-01-08,debt_consolidation,638,15.06%,333xx,FL,< 1 year,0
10000.00,2013-01-08,credit_card,661,43.8%,150xx,PA,< 1 year,0
1000.00,2013-01-08,medical,490,5.48%,763xx,TX,< 1 year,0
8000.00,2013-01-08,other,657,8.14%,658xx,MO,< 1 year,0
13000.00,2013-01-08,credit_card,705,79.44%,239xx,VA,< 1 year,0
35000.00,2013-01-08,debt_consolidation,639,31.3%,788xx,TX,< 1 year,0
5000.00,2013-01-08,small_business,804,1.34%,945xx,CA,< 1 year,0
11000.00,2013-01-08,debt_consolidation,689,18.87%,296xx,SC,< 1 year,0
6500.00,2013-01-08,medical,680,40.04%,199xx,DE,< 1 year,0
13000.00,2013-01-08,home_improvement,650,11.59%,631xx,MO,7 years,0
35000.00,2013-01-08,other,550,41.64%,185xx,PA,< 1 year,0
6500.00,2013-01-08,credit_card,655,6.86%,856xx,AZ,< 1 year,0
25000.00,2013-01-08,debt_consolidation,640,293.26%,853xx,AZ,< 1 year,0
10000.00,2013-01-08,credit_card,650,27.29%,456xx,OH,< 1 year,0
3000.00,2013-01-08,debt_consolidation,596,41.27%,335xx,FL,< 1 year,0
35000.00,2013-01-08,home_improvement,610,25.35%,923xx,CA,< 1 year,0
4000.00,2013-01-08,debt_consolidation,716,17.58%,721xx,AR,< 1 year,0
35000.00,2013-01-08,Purchase,685,14.44%,799xx,TX,4 years,0
5000.00,2013-01-08,credit_card,689,56.02%,163xx,PA,< 1 year,0
20000.00,2013-01-08,credit_card,668,36.54%,331xx,FL,< 1 year,0
15000.00,2013-01-08,credit_card,614,11.9%,402xx,KY,< 1 year,0
6000.00,2013-01-08,credit_card,658,12.42%,799xx,TX,< 1 year,0
2175.00,2013-01-08,major_purchase,718,93.1%,117xx,NY,< 1 year,0
5000.00,2013-01-08,other,577,24.49%,350xx,AL,< 1 year,0
5000.00,2013-01-08,credit_card,620,25.41%,750xx,TX,< 1 year,0
6200.00,2013-01-08,debt_consolidation,718,15.77%,750xx,TX,< 1 year,0
4000.00,2013-01-08,credit_card,612,30.31%,852xx,AZ,< 1 year,0
18000.00,2013-01-08,moving,639,0.6%,241xx,VA,< 1 year,0
20000.00,2013-01-08,credit_card,721,17.14%,852xx,AZ,< 1 year,0
20000.00,2013-01-08,debt_consolidation,640,16.56%,334xx,FL,< 1 year,0
12000.00,2013-01-08,debt_consolidation,676,47.93%,120xx,NY,< 1 year,0
7000.00,2013-01-08,credit_card,572,36.56%,113xx,NY,< 1 year,0
10000.00,2013-01-08,debt_consolidation,619,43.86%,265xx,WV,< 1 year,0
5000.00,2013-01-08,wedding,628,3.87%,490xx,MI,< 1 year,0
25000.00,2013-01-08,debt_consolidation,639,18.31%,481xx,MI,< 1 year,0
5000.00,2013-01-08,other,680,46.94%,194xx,PA,< 1 year,0
10000.00,2013-01-08,debt_consolidation,611,25.74%,430xx,OH,< 1 year,0
15000.00,2013-01-08,debt_consolidation,715,14.57%,813xx,CO,< 1 year,0
3000.00,2013-01-08,car,0,0%,608xx,IL,< 1 year,0
25000.00,2013-01-08,credit_card,720,14.88%,112xx,NY,< 1 year,0
35000.00,2013-01-08,Debt consolidation,662,15.94%,128xx,NY,n/a,0
20000.00,2013-01-08,consolidation,712,32.76%,231xx,VA,10+ years,0
15000.00,2013-01-08,credit_card,664,103.14%,112xx,NY,< 1 year,0
25125.00,2013-01-08,debt_consolidation,657,19.12%,815xx,CO,< 1 year,0
10000.00,2013-01-08,credit_card,652,9.54%,071xx,NJ,< 1 year,0
6500.00,2013-01-08,medical,713,19.71%,199xx,DE,< 1 year,0
35000.00,2013-01-08,HOME WORK,679,13.65%,349xx,FL,n/a,0
1000.00,2013-01-08,debt_consolidation,568,7.36%,631xx,MO,< 1 year,0
15000.00,2013-01-08,credit_card,675,27.66%,171xx,PA,< 1 year,0
35000.00,2013-01-08,debt_consolidation,662,5.61%,601xx,IL,< 1 year,0
30000.00,2013-01-08,debt_consolidation,625,16.77%,781xx,TX,< 1 year,0
10000.00,2013-01-08,debt_consolidation,652,6.68%,265xx,WV,< 1 year,0
15000.00,2013-01-08,credit_card,735,19.42%,070xx,NJ,< 1 year,0
1500.00,2013-01-08,home_improvement,713,24.78%,018xx,MA,< 1 year,0
10000.00,2013-01-08,wedding,487,0.21%,206xx,MD,< 1 year,0
5000.00,2013-01-08,debt_consolidation,636,12.06%,112xx,NY,< 1 year,0
2000.00,2013-01-08,vacation,655,50.19%,820xx,WY,< 1 year,0
20000.00,2013-01-08,credit_card,658,33.73%,794xx,TX,< 1 year,0
30000.00,2013-01-08,debt_consolidation,691,25.85%,142xx,NY,1 year,0
2000.00,2013-01-08,credit_card,550,22680%,402xx,KY,< 1 year,0
21500.00,2013-01-08,Home Improvments,703,34.18%,063xx,CT,10+ years,0
3500.00,2013-01-08,debt_consolidation,615,7.92%,921xx,CA,< 1 year,0
15000.00,2013-01-08,house,0,0%,100xx,NY,< 1 year,0
15000.00,2013-01-08,house,,-1%,750xx,CO,< 1 year,0
20000.00,2013-01-08,debt_consolidation,559,18.06%,606xx,IL,< 1 year,0
20000.00,2013-01-08,debt_consolidation,632,23%,220xx,VA,< 1 year,0
10500.00,2013-01-08,major_purchase,0,0%,257xx,WV,< 1 year,0
2000.00,2013-01-08,vacation,643,1.83%,923xx,CA,< 1 year,0
1500.00,2013-01-08,debt_consolidation,640,42.98%,441xx,OH,< 1 year,0
12000.00,2013-01-08,credit_card,658,53.25%,243xx,VA,< 1 year,0
15000.00,2013-01-08,debt_consolidation,664,13.65%,313xx,GA,< 1 year,0
1500.00,2013-01-08,major_purchase,589,0%,466xx,IN,< 1 year,0
3000.00,2013-01-08,moving,541,14.59%,069xx,CT,< 1 year,0
20000.00,2013-01-08,debt_consolidation,618,9.63%,281xx,NC,< 1 year,0
25000.00,2013-01-08,small_business,633,31.08%,206xx,MD,< 1 year,0
20000.00,2013-01-08,Credit Card Payoff/college assistance,667,12.45%,206xx,MD,4 years,0
9000.00,2013-01-08,debt_consolidation,475,0.96%,237xx,VA,< 1 year,0
35000.00,2013-01-08,house,0,6.16%,450xx,OH,< 1 year,0
5000.00,2013-01-08,home_improvement,646,20.08%,941xx,CA,< 1 year,0
30000.00,2013-01-08,debt_consolidation,741,53.74%,331xx,FL,< 1 year,0
20000.00,2013-01-08,small_business,598,13.78%,331xx,FL,< 1 year,0
25000.00,2013-01-08,home_improvement,724,35.64%,280xx,NC,< 1 year,0
8000.00,2013-01-08,moving,0,11.16%,235xx,VA,< 1 year,0
25000.00,2013-01-08,debt_consolidation,650,37.11%,336xx,FL,< 1 year,0
20000.00,2013-01-08,credit_card,677,77.58%,622xx,IL,< 1 year,0
21000.00,2013-01-08,debt_consolidation,646,18.46%,142xx,NY,< 1 year,0
2500.00,2013-01-08,other,590,15.46%,703xx,LA,< 1 year,0
5000.00,2013-01-08,home_improvement,498,199314%,672xx,MO,< 1 year,0
11500.00,2013-01-08,credit_card,762,41.08%,900xx,CA,< 1 year,0
10000.00,2013-01-08,debt_consolidation,639,13.73%,212xx,MD,< 1 year,0
5500.00,2013-01-08,other,685,40.98%,573xx,SD,< 1 year,0
7000.00,2013-01-08,debt_consolidation,0,0%,300xx,GA,< 1 year,0
12000.00,2013-01-08,credit_card,702,39.13%,452xx,OH,< 1 year,0
2000.00,2013-01-08,other,596,1.36%,441xx,OH,< 1 year,0
5000.00,2013-01-08,other,597,7.26%,920xx,CA,< 1 year,0
11000.00,2013-01-08,debt_consolidation,0,6.82%,633xx,MO,< 1 year,0
8000.00,2013-01-08,debt_consolidation,689,26.03%,481xx,MI,< 1 year,0
3000.00,2013-01-08,major_purchase,663,8.12%,148xx,NY,2 years,0
1100.00,2013-01-08,moving,512,1.82%,336xx,FL,< 1 year,0
2500.00,2013-01-08,other,552,0%,481xx,MI,< 1 year,0
25000.00,2013-01-08,debt_consolidation,670,28.28%,074xx,NJ,< 1 year,0
25000.00,2013-01-08,credit_card,711,12.17%,550xx,MN,< 1 year,0
25000.00,2013-01-08,Getting out of debt,745,16.09%,750xx,TX,2 years,0
12000.00,2013-01-08,credit card,688,26.62%,627xx,IL,< 1 year,0
5000.00,2013-01-08,home_improvement,574,102.14%,337xx,FL,< 1 year,0
21000.00,2013-01-08,credit_card,632,37.64%,341xx,FL,< 1 year,0
15000.00,2013-01-08,debt_consolidation,654,9.3%,339xx,FL,< 1 year,0
35000.00,2013-01-08,small_business,652,14.03%,352xx,AL,< 1 year,0
10000.00,2013-01-08,credit_card,582,16.88%,112xx,NY,< 1 year,0
10000.00,2013-01-08,credit_card,621,7.13%,751xx,TX,< 1 year,0
15000.00,2013-01-08,debt_consolidation,706,49.2%,628xx,IL,< 1 year,0
35000.00,2013-01-08,credit_card,677,22.64%,239xx,VA,< 1 year,0
3000.00,2013-01-08,debt_consolidation,597,56.54%,601xx,IL,< 1 year,0
5000.00,2013-01-08,debt_consolidation,523,6.98%,928xx,CA,< 1 year,0
9000.00,2013-01-08,debt_consolidation,522,0%,300xx,GA,< 1 year,0
17000.00,2013-01-08,credit_card,645,21.04%,030xx,NH,< 1 year,0
30000.00,2013-01-08,debt_consolidation,643,16.5%,207xx,MD,10+ years,0
10000.00,2013-01-08,other,696,32.74%,952xx,CA,9 years,0
1200.00,2013-01-08,renewable_energy,592,0%,331xx,FL,< 1 year,0
35000.00,2013-01-08,major_purchase,734,147.6%,327xx,FL,< 1 year,0
20000.00,2013-01-08,debt_consolidation,712,36.96%,105xx,NY,< 1 year,0
8000.00,2013-01-08,2013 debt consolidation,734,16.16%,847xx,UT,6 years,0
7500.00,2013-01-08,credit_card,664,26.43%,064xx,CT,< 1 year,0
10000.00,2013-01-08,moving,626,11.31%,905xx,CA,< 1 year,0
10000.00,2013-01-08,credit cardfree ,699,9.62%,912xx,CA,10+ years,0
10000.00,2013-01-08,credit_card,650,5.63%,070xx,NJ,< 1 year,0
20000.00,2013-01-08,debt_consolidation,680,69.98%,184xx,PA,< 1 year,0
10000.00,2013-01-08,credit_card,658,23.52%,366xx,AL,< 1 year,0
35000.00,2013-01-08,debt_consolidation,664,48.74%,280xx,NC,< 1 year,0
20000.00,2013-01-08,debt_consolidation,679,11.81%,281xx,NC,< 1 year,0
20000.00,2013-01-08,debt_consolidation,676,24.49%,432xx,OH,< 1 year,0
10000.00,2013-01-08,small_business,664,7.5%,341xx,FL,< 1 year,0
10000.00,2013-01-08,medical,610,14.32%,112xx,NY,< 1 year,0
35000.00,2013-01-08,debt_consolidation,616,11.47%,926xx,CA,< 1 year,0
5000.00,2013-01-08,debt_consolidation,640,26.57%,630xx,MO,< 1 year,0
10000.00,2013-01-08,small_business,633,6.86%,027xx,MA,< 1 year,0
15000.00,2013-01-08,credit_card,625,91.7%,864xx,AZ,< 1 year,0
30000.00,2013-01-08,debt_consolidation,676,10.97%,652xx,MO,10+ years,0
20000.00,2013-01-08,debt_consolidation,685,38.99%,023xx,MA,< 1 year,0
22500.00,2013-01-08,other,756,0.94%,480xx,MI,< 1 year,0
35000.00,2013-01-08,car,471,0%,302xx,GA,< 1 year,0
25000.00,2013-01-08,small_business,634,3.68%,080xx,NJ,< 1 year,0
2175.00,2013-01-08,major_purchase,539,7.7%,759xx,TX,< 1 year,0
12000.00,2013-01-08,credit_card,670,26.36%,730xx,OK,< 1 year,0
10000.00,2013-01-08,credit_card,655,5.34%,200xx,DC,< 1 year,0
2600.00,2013-01-08,moving,629,9.92%,553xx,MN,< 1 year,0
25000.00,2013-01-08,small_business,749,1.37%,112xx,NY,< 1 year,0
24000.00,2013-01-08,debt_consolidation,657,20.88%,852xx,AZ,< 1 year,0
10000.00,2013-01-08,credit_card,710,201%,990xx,WA,< 1 year,0
25000.00,2013-01-08,debt_consolidation,709,18.05%,023xx,MA,< 1 year,0
2500.00,2013-01-08,other,659,24.47%,640xx,MO,< 1 year,0
10000.00,2013-01-08,debt_consolidation,533,16.12%,800xx,CO,< 1 year,0
25000.00,2013-01-08,debt_consolidation,673,42.87%,317xx,GA,< 1 year,0
14000.00,2013-01-08,debt_consolidation,633,19.47%,786xx,TX,< 1 year,0
2000.00,2013-01-08,other,674,26.85%,072xx,NJ,< 1 year,0
5000.00,2013-01-08,debt_consolidation,607,5.02%,606xx,IL,1 year,0
35000.00,2013-01-08,credit_card,715,21.66%,282xx,NC,< 1 year,0
2000.00,2013-01-08,debt_consolidation,537,13.54%,313xx,GA,< 1 year,0
30000.00,2013-01-08,debt_consolidation,703,33.09%,291xx,SC,6 years,0
1000.00,2013-01-08,moving,0,11.16%,335xx,VA,< 1 year,0
25000.00,2013-01-08,debt_consolidation,588,16.03%,926xx,CA,< 1 year,0
12000.00,2013-01-08,debt_consolidation,661,23.82%,224xx,VA,< 1 year,0
20000.00,2013-01-08,debt_consolidation,656,7.97%,750xx,TX,< 1 year,0
10000.00,2013-01-08,creditcard payoff and home repairs ,660,13.6%,604xx,IL,n/a,0
28000.00,2013-01-08,debt_consolidation,629,14.24%,112xx,NY,< 1 year,0
35000.00,2013-01-08,small_business,489,15.77%,207xx,MD,< 1 year,0
25000.00,2013-01-08,credit_card,642,5.44%,959xx,CA,< 1 year,0
2500.00,2013-01-08,debt_consolidation,591,21.87%,060xx,CT,< 1 year,0
18000.00,2013-01-08,debt_consolidation,676,20.5%,010xx,MA,< 1 year,0
2175.00,2013-01-08,major_purchase,667,110.8%,700xx,LA,< 1 year,0
35000.00,2013-01-08,credit_card,653,27.1%,480xx,MI,< 1 year,0
20000.00,2013-01-08,debt_consolidation,697,48.26%,436xx,OH,< 1 year,0
1100.00,2013-01-08,credit_card,611,2.93%,941xx,CA,< 1 year,0
5200.00,2013-01-08,medical,534,2.71%,359xx,AL,< 1 year,0
15000.00,2013-01-08,house,734,7.44%,461xx,IN,< 1 year,0
18500.00,2013-01-08,small_business,662,35.56%,368xx,AL,< 1 year,0
35000.00,2013-01-08,other,0,0%,573xx,SD,< 1 year,0
6000.00,2013-01-08,other,674,8.45%,234xx,VA,< 1 year,0
12000.00,2013-01-08,credit_card,687,38.76%,857xx,AZ,< 1 year,0
35000.00,2013-01-08,debt_consolidation,690,25.28%,074xx,NJ,< 1 year,0
5000.00,2013-01-08,debt_consolidation,605,204.08%,551xx,MN,< 1 year,0
25000.00,2013-01-08,debt_consolidation,650,32.96%,760xx,TX,< 1 year,0
25000.00,2013-01-08,Business,688,18.22%,432xx,OH,10+ years,0
5000.00,2013-01-08,Credit Consolidation,672,12.82%,028xx,RI,7 years,0
25000.00,2013-01-08,credit_card,631,22.49%,234xx,VA,< 1 year,0
30000.00,2013-01-08,debt_consolidation,657,11.2%,060xx,CT,< 1 year,0
10000.00,2013-01-08,credit_card,664,23.55%,398xx,GA,< 1 year,0
30000.00,2013-01-08,debt_consolidation,666,63.9%,287xx,NC,3 years,0
1000.00,2013-01-08,other,,-1%,104xx,NY,< 1 year,0
7000.00,2013-01-08,debt_consolidation,583,2.43%,958xx,CA,< 1 year,0
10000.00,2013-01-08,debt_consolidation,641,38.7%,327xx,FL,< 1 year,0
20000.00,2013-01-08,home_improvement,624,14.73%,140xx,NY,< 1 year,0
24000.00,2013-01-08,debt_consolidation,675,27.81%,320xx,FL,< 1 year,0
20000.00,2013-01-08,home_improvement,653,12.16%,140xx,NY,< 1 year,0
3500.00,2013-01-08,major_purchase,0,0%,360xx,AL,< 1 year,0
10000.00,2013-01-08,credit_card,617,12.53%,453xx,OH,< 1 year,0
20000.00,2013-01-08,credit_card,670,22.84%,662xx,KS,< 1 year,0
4000.00,2013-01-08,debt_consolidation,481,9.78%,111xx,NY,< 1 year,0
1000.00,2013-01-08,debt_consolidation,548,25.96%,277xx,NC,< 1 year,0
18000.00,2013-01-08,credit_card,649,27.67%,457xx,OH,< 1 year,0
17000.00,2013-01-08,Debt consolidation,689,15.21%,774xx,TX,6 years,0
35000.00,2013-01-08,other,564,31.13%,799xx,TX,< 1 year,0
35000.00,2013-01-08,Credit Cards/ Home Improvement,680,8.72%,347xx,FL,1 year,0
29050.00,2013-01-08,debt_consolidation,638,17.84%,970xx,OR,10+ years,0
5000.00,2013-01-08,credit_card,698,6.34%,110xx,NY,< 1 year,0
30000.00,2013-01-08,debt_consolidation,657,15.95%,606xx,IL,< 1 year,0
35000.00,2013-01-08,credit_card,671,70.83%,482xx,MI,< 1 year,0
3000.00,2013-01-08,moving,472,0%,930xx,CA,< 1 year,0
7500.00,2013-01-08,Auto,691,18.77%,020xx,MA,< 1 year,0
5000.00,2013-01-08,other,605,78.86%,973xx,OR,< 1 year,0
1500.00,2013-01-08,other,641,42.44%,189xx,PA,< 1 year,0
11000.00,2013-01-08,credit_card,657,53.28%,019xx,MA,< 1 year,0
5000.00,2013-01-08,debt_consolidation,622,21.01%,908xx,CA,1 year,0
10000.00,2013-01-08,credit_card,676,73.16%,956xx,CA,< 1 year,0
1100.00,2013-01-08,credit_card,633,8.27%,941xx,CA,< 1 year,0
3000.00,2013-01-08,debt_consolidation,645,15.64%,151xx,PA,< 1 year,0
20000.00,2013-01-08,other,489,6.5%,086xx,NJ,< 1 year,0
6800.00,2013-01-08,debt_consolidation,654,9.65%,020xx,MA,< 1 year,0
3000.00,2013-01-08,debt_consolidation,579,11.66%,606xx,IL,< 1 year,0
10000.00,2013-01-08,other,664,0%,337xx,FL,6 years,0
20000.00,2013-01-08,credit_card,661,30.87%,655xx,MO,< 1 year,0
25000.00,2013-01-08,debt_consolidation,670,49.91%,226xx,VA,< 1 year,0
25000.00,2013-01-08,credit_card,660,42.83%,117xx,NY,< 1 year,0
30000.00,2013-01-08,credit_card,654,2.96%,928xx,CA,< 1 year,0
30000.00,2013-01-08,debt_consolidation,644,17.73%,327xx,FL,10+ years,0
10000.00,2013-01-08,credit_card,655,12.16%,906xx,CA,< 1 year,0
25000.00,2013-01-08,debt_consolidation,0,0%,108xx,NY,< 1 year,0
10000.00,2013-01-08,credit_card,655,8.82%,070xx,NJ,< 1 year,0
8000.00,2013-01-08,debt_consolidation,561,20.91%,748xx,OK,< 1 year,0
25000.00,2013-01-08,Debt Consol,692,25.51%,432xx,OH,1 year,0
10000.00,2013-01-08,credit_card,679,26.57%,112xx,NY,< 1 year,0
30000.00,2013-01-08,debt_consolidation,649,21.79%,125xx,NY,< 1 year,0
30000.00,2013-01-08,moving,785,18%,864xx,AZ,< 1 year,0
5000.00,2013-01-08,debt_consolidation,556,2.11%,809xx,CO,< 1 year,0
9500.00,2013-01-08,Loan club,743,12%,945xx,CA,1 year,0
25000.00,2013-01-08,small_business,584,16.2%,238xx,VA,< 1 year,0
25000.00,2013-01-08,debt_consolidation,679,54%,545xx,WI,< 1 year,0
6000.00,2013-01-08,home_improvement,593,13.2%,201xx,VA,< 1 year,0
35000.00,2013-01-08,major_purchase,,2.68%,925xx,CA,< 1 year,0
15000.00,2013-01-08,credit_card,683,36.28%,496xx,MI,< 1 year,0
35000.00,2013-01-08,credit_card,691,47.17%,294xx,SC,< 1 year,0
10000.00,2013-01-08,Credit Consolidation Loan,675,19.5%,967xx,HI,5 years,0
1000.00,2013-01-08,debt_consolidation,591,3.22%,630xx,MO,< 1 year,0
25000.00,2013-01-08,small_business,608,5.66%,490xx,MI,< 1 year,0
12000.00,2013-01-08,debt_consolidation,659,7.61%,410xx,KY,< 1 year,0
12500.00,2013-01-08,Debt Consolidation Loan,745,9.31%,554xx,MN,< 1 year,0
25000.00,2013-01-08,small_business,625,22.87%,238xx,VA,< 1 year,0
5000.00,2013-01-08,major_purchase,727,15.01%,194xx,PA,< 1 year,0
25000.00,2013-01-08,debt_consolidation,669,19.83%,891xx,NV,< 1 year,0
10000.00,2013-01-08,home_improvement,655,5.03%,931xx,CA,< 1 year,0
10000.00,2013-01-08,debt_consolidation,630,19.84%,277xx,NC,< 1 year,0
10000.00,2013-01-08,debt_consolidation,0,0%,722xx,AR,< 1 year,0
35000.00,2013-01-08,other,647,11.74%,951xx,CA,< 1 year,0
30000.00,2013-01-08,credit_card,664,41.59%,559xx,MN,< 1 year,0
5000.00,2013-01-08,debt_consolidation,680,41.47%,799xx,TX,10+ years,0
35000.00,2013-01-08,small_business,650,31.7%,604xx,IL,< 1 year,0
6500.00,2013-01-08,debt_consolidation,570,6.47%,982xx,WA,< 1 year,0
2000.00,2013-01-08,Debt Consolidation,684,27.2%,900xx,CA,9 years,0
10000.00,2013-01-08,debt_consolidation,632,13.75%,606xx,IL,< 1 year,0
1000.00,2013-01-08,need it fixed,666,19.78%,124xx,NY,n/a,0
5000.00,2013-01-08,credit_card,665,8.26%,341xx,FL,< 1 year,0
27000.00,2013-01-08,Chase-Refi,685,5.47%,939xx,CA,8 years,0
10000.00,2013-01-08,debt_consolidation,652,14.33%,221xx,VA,< 1 year,0
8000.00,2013-01-08,pay credit cards off and save money,673,27.47%,974xx,OR,10+ years,0
5000.00,2013-01-08,major_purchase,617,4.54%,201xx,VA,< 1 year,0
12000.00,2013-01-08,debt_consolidation,704,27.38%,319xx,GA,< 1 year,0
22500.00,2013-01-08,debt_consolidation,653,24.47%,444xx,OH,< 1 year,0
20000.00,2013-01-08,debt_consolidation,689,34.04%,983xx,WA,< 1 year,0
15000.00,2013-01-08,debt_consolidation,666,38.59%,982xx,WA,< 1 year,0
7000.00,2013-01-08,debt_consolidation,640,57.08%,773xx,TX,< 1 year,0
15000.00,2013-01-08,other,663,26.18%,190xx,PA,< 1 year,0
35000.00,2013-01-08,other,618,13.06%,980xx,WA,< 1 year,0
2000.00,2013-01-08,small_business,595,13.96%,234xx,VA,< 1 year,0
12000.00,2013-01-08,credit_card,653,23.65%,325xx,FL,< 1 year,0
10000.00,2013-01-08,other,713,1.92%,341xx,FL,< 1 year,0
3050.00,2013-01-08,debt_consolidation,632,33.65%,253xx,WV,< 1 year,0
3000.00,2013-01-08,debt_consolidation,582,137.2%,257xx,WV,< 1 year,0
10000.00,2013-01-08,major_purchase,514,179.16%,331xx,FL,< 1 year,0
13000.00,2013-01-08,credit_card,731,36.38%,452xx,OH,< 1 year,0
4000.00,2013-01-08,debt_consolidation,594,14.18%,945xx,CA,< 1 year,0
35000.00,2013-01-08,house,502,0%,154xx,PA,< 1 year,0
12000.00,2013-01-08,debt_consolidation,592,19.2%,925xx,CA,< 1 year,0
5000.00,2013-01-08,debt_consolidation,520,3.03%,891xx,NV,< 1 year,0
5000.00,2013-01-08,debt_consolidation,586,21.49%,605xx,IL,< 1 year,0
35000.00,2013-01-08,debt_consolidation,657,41.35%,145xx,NY,< 1 year,0
5000.00,2013-01-08,debt_consolidation,626,14.03%,953xx,CA,< 1 year,0
5000.00,2013-01-08,small_business,559,19.28%,333xx,FL,< 1 year,0
7500.00,2013-01-08,debt_consolidation,498,38.33%,782xx,TX,< 1 year,0
3000.00,2013-01-08,other,569,100.5%,786xx,TX,4 years,0
8000.00,2013-01-08,debt_consolidation,715,36.49%,191xx,PA,< 1 year,0
2000.00,2013-01-08,wedding,684,2.79%,212xx,MD,< 1 year,0
3000.00,2013-01-08,medical,558,0.47%,305xx,GA,< 1 year,0
5000.00,2013-01-08,other,721,17.73%,019xx,MA,< 1 year,0
3000.00,2013-01-08,debt_consolidation,632,18.99%,925xx,CA,3 years,0
3000.00,2013-01-08,car,567,25.57%,238xx,VA,< 1 year,0
5000.00,2013-01-08,other,607,42.82%,925xx,CA,< 1 year,0
1000.00,2013-01-08,other,591,25.65%,271xx,NC,< 1 year,0
13500.00,2013-01-08,major_purchase,574,0.59%,124xx,NY,10+ years,0
35000.00,2013-01-08,debt_consolidation,663,34.46%,770xx,TX,< 1 year,0
10000.00,2013-01-08,Taxes Travel and School,689,27.08%,665xx,KS,10+ years,0
10000.00,2013-01-08,home_improvement,510,0%,105xx,NY,< 1 year,0
25000.00,2013-01-08,debt_consolidation,656,14.45%,433xx,OH,< 1 year,0
35000.00,2013-01-08,debt_consolidation,678,57.12%,199xx,DE,< 1 year,0
10000.00,2013-01-08,credit_card,682,61.78%,206xx,MD,< 1 year,0
3000.00,2013-01-08,car,510,18.94%,774xx,TX,< 1 year,0
20000.00,2013-01-08,debt_consolidation,691,68.28%,175xx,PA,< 1 year,0
9000.00,2013-01-08,debt_consolidation,645,10.53%,187xx,PA,< 1 year,0
7500.00,2013-01-08,debt_consolidation,635,5.84%,913xx,CA,< 1 year,0
10000.00,2013-01-08,debt_consolidation,668,113.62%,465xx,IN,< 1 year,0
5000.00,2013-01-08,other,587,9.5%,826xx,WY,< 1 year,0
25000.00,2013-01-08,debt_consolidation,724,24.48%,210xx,MD,< 1 year,0
10000.00,2013-01-08,small_business,615,84.12%,322xx,FL,< 1 year,0
2000.00,2013-01-08,vacation,481,1.07%,212xx,MD,< 1 year,0
1000.00,2013-01-08,debt_consolidation,621,3.77%,283xx,NC,< 1 year,0
10000.00,2013-01-08,debt_consolidation,694,16%,608xx,IL,< 1 year,0
25000.00,2013-01-08,debt_consolidation,688,41.07%,941xx,CA,< 1 year,0
10000.00,2013-01-08,debt_consolidation,645,14.82%,018xx,MA,< 1 year,0
20000.00,2013-01-08,credit_card,658,27.35%,112xx,NY,< 1 year,0
2500.00,2013-01-08,debt_consolidation,552,0.34%,244xx,VA,< 1 year,0
